Category;SubCategory;Acronym;Organisation-FR;Description;Address;Apartment;City;Province;Postal Code;Métro;Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday;OpenHours;Phone1;Phone2;Fax;Website;Email;Notes
CommunityOrganizations;;;Comité logement Petite-Patrie;"Le Comité logement de la Petite Patrie, fondé en 1983, a pour mandat d’informer, de sensibiliser, de défendre et de représenter les résidant.e.s du quartier, prioritairement celles et ceux socioéconomiquement défavorisés, sur toutes questions relatives à l’habitation et à l’aménagement urbain. Nous prêtons une assistance aux personnes aux prises avec des problèmes de logement (augmentation de loyer, présence de vermine, discrimination, mauvais état du logement, bruit, chauffage insuffisant, reprise de logement). Nous informons les gens sur la loi qui régit les relations entre locataires et propriétaires ainsi que le règlement sur l’entretien et la salubrité des logements de la Ville de Montréal. Nous organisons des campagnes de promotion pour l’obtention de nouvelles unités de logement social afin de répondre aux besoins des mal-logées du quartier de la Petite Patrie.";6839A, rue Drolet;;Montréal;Québec;H2S 2T1;;;09h30-16h30;09h30-16h30;09h30-16h30;09h30-16h30;;;Lundi à jeudi, de 9h30 à 12h et 13h30 à 16h30.;(514) 272-9006;;;http://comitelogementpetitepatrie.org/;clpp@bellnet.ca;
CommunityOrganizations;;;Comité logement Plateau Mont-Royal;"Le CLPMR a pour mission de défendre les droits des locataires du Plateau Mont-Royal et de promouvoir le développement de logements sociaux comme une alternative au marché locatif privé. Le CLPMR est, entre autres, appuyé financièrement  par Centraide. Que ce soit pour obtenir de l’information sur vos droits et recours en tant que locataire, pour vous impliquer pour le droit au logement en participant à nos actions collectives ou nos activités de vie associative, n’hésitez pas à nous téléphoner!";4450, rue Saint-Hubert, bureau 328;bureau 328;Montréal;Québec;H2J 2W9;;;09h00-17h00;09h00-12h00;09h00-17h00;09h00-17h00;;;Lundi, mercredi, jeudi 9h à 12h et 13h30 à 17h00, mardi 9h-12h.;(514) 527-3495;;;http://clpmr.com/;clplateau@clpmr.com;
CommunityOrganizations;;;Comité logement Rosemont;"Le Comité logement Rosemont est un organisme à but non lucratif de défense des droits des locataires et de promotion du logement social dans le quartier Rosemont.Organisation autonome et démocratique, le Comité fonctionne essentiellement grâce à l’engagement et à la participation de ses membres.";5350, rue Lafond, bureau R-145;bureau R-145;Montréal;Québec;H1X 2X2;;;09h00-17h00;09h00-17h00;09h00-17h00;09h00-17h00;09h00-17h00;;Lundi à vendredi 09h00 à 17h00;(514) 597-2581;;;https://www.comitelogement.org/;info@comitelogement.org;
CommunityOrganizations;;;Comité logement Ville-Marie;Fondé en 1976, dans le Centre-Sud de Montréal, le Comité logement Ville-Marie est une organisation populaire qui œuvre à la défense des droits des locataires, au développement du logement social et, de façon plus générale, à l’amélioration de la qualité de vie des résidents de l’arrondissement de Ville-Marie. Fort de l’engagement de ses 250 membres, le Comité logement Ville-Marie entretient une vie associative dynamique basée sur la participation et la mobilisation citoyennes, le respect des différences et la volonté de coopération.;1710, rue Beaudry, bureau 26;bureau 26;Montréal;Québec;H2L 3E7;;;;;;;;;;(514) 521-5992;;;http://clvm.org/;info@clvm.org;
CommunityOrganizations;;;Entraide logement Hochelaga-Maisonneuve;"La mission d’Entraide Logement Hochelaga-Maisonneuve est d’informer la population locataire d’Hochelaga-Maisonneuve sur ses droits et obligations en matière de logement locatif en plus d’aider les locataires dans les démarches nécessaires en vue de résoudre leur problème de logement. Information: Ce service permet aux gens du quartier Hochelaga-Maisonneuve de s’informer de leurs droits et obligations en matière de logement locatif. On y offre de l’information concernant la loi sur le logement locatif. Accessible par téléphone ou sur place. Documentation: Dépliants explicatifs sur différents sujets, sur la jurisprudence ainsi que sur différents aspects de la loi sur le logement. Aide: Soutien de spécialistes qui offrent aide et conseils dans les démarches nécessaires en vue de solutionner des problèmes de logement. Sessions d’informations. Ce service offre aux organismes du quartier la possibilité d’obtenir des sessions d’informations sur des sujets touchant au logement. Offert sur demande.";1475, av. Bennett, bureau 2;bureau 2;Montreal;QC;H1V 1S5;;;13h00-16h00;13h00-16h00;13h00-16h00;13h00-16h00;;;Lundi au jeudi, de 13h00 à 16h00.;(514) 528-1634;;;https://logement-hochelaga-maisonneuve.org/;elhm@cam.org;
CommunityOrganizations;;;Infologis de l’Est de l’île de Montréal;"Infologis est un organisme à but non lucratif implanté dans Mercier depuis 1978. Nous informons les locataires sur leurs droits et obligations en matière de logement. Infologis se veut une référence, un soutien et un accompagnement dans les rapports entre locataires et propriétaires. Infologis a aussi comme mission de mobiliser les locataires sur des enjeux qui dépassent le cadre de l'intervention individuelle. Par cette démarche, le comité logement fait valoir des revendications ayant trait notamment au prix des logements, au logement social et à la salubrité des logements. L'organisme est membre des deux regroupements nationaux, le Front d'action populaire en réaménagement urbain (FRAPRU) et le Regroupement des comités logement et associations de locataires du Québec (RCLALQ) et il participe activement aux actions politiques de ceux-ci.";2532, rue Des Ormeaux;;Montréal;Québec;H1L 4X5;;;09h00-16h00;09h00-16h00;09h00-16h00;09h00-16h00;09h00-16h00;;Lundi à vendredi 9h00 à 12h00 et 13h00 à 16h00 (durant l’été, vendredi : 9h à 12h);(514) 354-7373;;;https://infologis.ca/;info@infologis.ca;
CommunityOrganizations;;;Société d'Amélioration Pointe St-Charles;La SOCAM est un organisme sans but lucratif voué à l'amélioration des conditions de logements des personnes à faible et modeste revenu. Forte de plus de 20 ans d'expérience dans l'acquisition et la gestion de logements sociaux, elle offre aux coopératives et OBNL des services de qualité sur tous les aspects de la gestion immobilière. Quels que soient vos besoins, la SOCAM possède les outils, l'expertise et la vocation sociale pour trouver des solutions créatives à vos problèmes courants.;1945, rue Mullins, bureau 110;bureau 110;Montréal;Québec;H3K 1N9;;;;;;;;;;(514) 932-7742;;;;infolog@rilsocam.org;
ApartmentSearch;;;Face à Face;"Au service de la communauté depuis 1982, le Centre d’écoute et d’intervention FACE À FACE est un organisme communautaire à but non lucratif dont la mission est de venir en aide aux personnes dans le besoin. Notre engagement en faveur de la justice sociale et notre approche communautaire de la résolution de problèmes nous permettent d’offrir des services immédiats et de première ligne. Grâce à des partenariats humanistes, nous œuvrons à construire une communauté plus forte et en meilleure santé où chacun se sentira en sécurité, respecté, intégré et habilité à perfectionner ses compétences en vue de réaliser son plein potentiel.";980, rue Saint-Antoine Ouest, bureau 101B;bureau 101B;Montréal;Québec;H3C 1A8;;;09h00-17h00;09h00-17h00;09h00-17h00;09h00-17h00;09h00-17h00;;;(514) 934-4546;;(514) 934-0063;https://faceafacemontreal.org/;info@faceafacemontreal.org;
ApartmentSearch;;ROMEL;ROMEL;"Depuis 1986, l'organisme et ses services ont évolué tout comme ses membres et leur clientèle. ROMEL compte aujourd'hui plus de 40 membres et ses services sont diversifiés: * L'immobilier communautaire et le Groupe de Ressources Techniques (GRT) * La gestion immobilière et la Société de Gestion Querbes * Les Maisons d'hébergement * La banque et la recherche de logements incluant pour les demandeurs d'asile * Les séances de formation à la carte * Les communications * Les services communautaires * Les projets novateurs";6555, chemin de la Côte-des-neiges, suite 400;suite 400;Montréal;Québec;H3S 2A6;;;09h00-17h00;09h00-17h00;09h00-17h00;09h00-17h00;09h00-17h00;;Lundi à vendredi de 9h à 12h, 13h à 17h (vendredi fermé à 16h);(514) 341-1057;;(514) 341-8404;http://www.romel-montreal.ca/;information@romel-montreal.ca;
InfoForLandlords;;CORPIQ;CORPIQ;"La Corporation des propriétaires immobiliers du Québec (CORPIQ) est un organisme à but non lucratif qui accompagne, défend et représente les propriétaires d’immeubles locatifs à travers tout le Québec. Forte de plus de 35 années d’expérience et regroupant au-delà de 25 000 propriétaires et gestionnaires, la CORPIQ est sans contredit la plus importante association de propriétaires du genre au pays. Mission: Leader de l’immobilier locatif au Québec, la CORPIQ a pour mission de faire valoir les intérêts des propriétaires auprès des intervenants de l’industrie et des instances gouvernementales. L’organisation offre également à ses membres une gamme complète de services et d’outils adaptés à leurs besoins afin d’améliorer l’environnement des propriétaires et de leurs locataires, tout en contribuant à l’essor financier et durable du Québec.";750, boulevard Marcel-Laurin #131;#131;Saint-Laurent;Québec;H4M 2M4;;;08h30-16h30;08h30-16h30;08h30-16h30;08h30-16h30;08h30-16h30;;Lundi à vendredi, 8h30-16h30;(514) 748-1921;1 800 548 1921;;https://www.corpiq.com/;corpiq@corpiq.com;Frais d’adhésion : $179
InfoForLandlords;;;Association des Propriétaires du Québec;"* ENQUÊTES DE CRÉDIT ET PRÉLOCATION * CONSEILS JURIDIQUES GRATUITS ET ILLIMITÉS * ÉVÉNEMENTS APQ * TROUSSE DU PROPRIÉTAIRE ET DOCUMENTS * RABAIS AUPRÈS DE NOMBREUX FOURNISSEURS * NOUVELLES IMMOBILIÈRES";10720 boulevard Saint-Laurent;;Montréal;Québec;H3L 2P7;;09h00-5h00;09h00-9h00;09h00-9h00;09h00-9h00;09h00-9h00;09h00-9h00;09h00-5h00;;(514) 382-9670;;(514) 382-9676;https://www.apq.org/;;
SocialHousing;;;OMHM - Office municipal d’habitation de Montréal (HLM) - Low-Cost Housing Office;"Mandat: Le mandat de l'OMHM est de gérer et d'administrer des logements et des programmes d'habitation sur l'île de Montréal et de mettre en œuvre des activités à caractère social et communautaire favorisant le mieux-être de ses locataires. Mission: Améliorer les conditions de vie de familles et de personnes à faible revenu en offrant des logements et des services de qualité, tout en favorisant leur pouvoir d’influence et d’action. Vision: L’OMHM est un bâtisseur social connu et reconnu. Acteur du développement social et urbain, il mise sur le dynamisme de ses collectivités et saisit les occasions afin d’offrir des solutions diversifiées et créatives à ses locataires et aux Montréalaises et Montréalais. L’OMHM construit, avec ses partenaires de l’habitation, une vision concertée du logement social sur l’île de Montréal.";415, rue Saint-Antoine Ouest;;Montréal;Québec;H2Z 1H8;Bonaventure;;;;;;;;;(514) 872-6442;(514) 868-5588;(514) 868-5966;https://www.omhm.qc.ca;;
SocialHousing;;;Fédération des coopératives d’habitation Intermunicipal du Montréal Métropolitain;"La Fédération des coopératives d'habitation intermunicipale du Montréal métropolitain est un regroupement d'entreprises collectives autonomes oeuvrant dans le secteur immobilier. Ses membres sont des entreprises collectives indépendantes dûment incorporées. Par son offre de services et d'ateliers de formation, la Fédération participe à la consolidation des coopératives d'habitation en favorisant l'acquisition de compétences essentielles à l'autogestion de l'entreprise. LE RÔLE DE LA FÉDÉRATION La Fédération cherche à offrir aux coopératives d'habitation des réponses adaptées aux problèmes identifiés de quatre manières différentes et complémentaires : Informations et conseils aux membres Services de formation, d'aide à la gestion et à la réalisation de travaux Produits résultant de regroupements d'achats Défense, promotion et représentation politique";7000, avenue du Parc Bureau 206;Bureau 206;Montréal;Québec;H3N 1X1;;;09h00-17h00;09h00-17h00;09h00-17h00;09h00-17h00;09h00-17h00;;Heures d’été: lundi à jeudi 8h30 à 17h00, vendredi 09h00 à 12h00 Heures d’hiver: lundi à vendredi 9h00 à 17h00;(514) 843-6929;;;https://fechimm.coop;info@fechimm.coop;Listing of available apartments can be found at fechimm.coop/en/cooperatives
SocialHousing;;;Fédération des locataires de HLM du Québec (FLHLMQ);"Née en 1993, de l'effort conjoint d'une dizaine d'associations de locataires de HLM, la FLHLMQ a, au cours des années, réussi à améliorer les conditions de vie dans les HLM du Québec. Par divers moyens tels que des campagnes, des rencontres d'information, de la formation, des représentations et la participation à des coalitions, la fédération: apporte un soutien au travail fait par les associations de locataires et les CCR, favorise l'implication et la prise en charge des locataires dans les HLM, représente les locataires auprès des instances politiques et administratives, promeut et défend les intérêts des locataires sur toutes les tribunes.";2520, avenue Lionel Groulx, bureau 202;bureau 202;Montréal;Québec;H3J 1J8;;;;;;;;;;(514) 521-1485;;(514) 521-6444;http://flhlmq.com/;info@flhlmq.com;
SocialHousing;;;Fédération des OSBL d’habitation de Montréal (FOHM);La Fédération des OSBL d’Habitation de Montréal (FOHM) regroupe les corporations d’organismes sans but lucratif d’Habitation du territoire de l’île de Montréal. Elle fait la promotion de ce mode d’habitation et représente les OSBL d’habitation auprès de diverses instances politiques. Elle offre des services propres à soutenir leur développement et favorise l’obtention de réponses adéquates aux besoins des corporations et des locataires qu’elles desservent. À chacune des étapes de développement de votre projet, vous êtes certains de retrouver à votre fédération un conseil, une réponse à vos questions ou un service répondant à vos besoins. La FOHM est l’une des 8 fédérations régionales membres du Réseau québecois des OSBL d’habitation (RQOH).;2310, boulevard de Maisonneuve Est;;Montréal;Québec;H2K 2E7;;;;;;;;;;(514) 527-6668;;(514) 527-7388;http://fohm.rqoh.com/;info@flhlmq.com;
SocialHousing;;;FRAPRU (Front d’action populaire en réaménagement urbain);"Le Front d’action populaire en réaménagement urbain est un regroupement national pour le droit au logement. Le FRAPRU est aussi actif sur les enjeux d’aménagement urbain, de lutte contre la pauvreté et de promotion des droits sociaux. Il est présentement composé de quelque 148 groupes membres. Certains de ces groupes sont ce qu’on appelle des membres participants. Ils sont au cœur du travail du FRAPRU. Ils définissent les points de vue et les activités et voient à leur réalisation. Ils sont actuellement au nombre de 29. Les autres groupes sont des membres associés. Ils ne sont pas nécessairement impliqués directement dans les interventions et les actions du FRAPRU, mais ils les appuient dans la mesure de leurs moyens.";1431, rue Fullum, Bureau 201;Bureau 201;Montréal;Québec;H2K 0B5;;;;;;;;;;(514) 522-1010;;(514) 527-3403;http://www.frapru.qc.ca/;frapru@frapru.qc.ca;
SocialHousing;;;Groupe conseil en développement de l’habitation (Groupe CDH);"Depuis 1976, l'objectif premier du Groupe CDH est la réalisation de projets immobiliers contrôlés par les usagers, que ce soit sous forme de coopératives d’habitation ou d’OSBL de logements. ? La mission du Groupe CDH est de partager et mettre à profit son expertise afin de réaliser des projets d’habitation communautaire, avec la participation d’usagers à revenus faibles ou moyens.  C'est également d'encourager et soutenir la prise en charge des projets par les usagers en favorisant l’empowerment des résidents et contribuer ainsi de façon concrète à l’amélioration de leur qualité de vie. La vision qui nous anime est de participer à des projets immobiliers qui conjuguent innovation, transformation, revitalisation, inclusion et justice sociale, pour une société où chacun puisse se loger et s’épanouir, et ce, peu importe son statut, ses revenus, ses origines. L’engagement social, l’esprit d’équipe, l’innovation et l’intégrité sont les valeurs qui nous habitent et nous guident dans la réalisation de notre mission.";1000, rue Amherst, bureau 201;bureau 201;Montréal;Québec;H2L 3K5;;;;;;;;;;(514) 849-7800;;;https://www.groupecdh.com/;;
SocialHousing;;;Résidence Caldwell (Pour personnes âgées);;5750, rue Lemieux;;Montréal;Québec;H3W 3G1;;;;;;;;;;(514) 737-7569;;;;;
SocialHousing;;;SHDM (Société d’habitation et de développement de Montréal);"La SHDM, un partenaire de choix en immobilier responsable qui favorise l’amélioration des milieux de vie des Montréalais. Que l’on parle d’habitation abordable, de mixité sociale, de projets à vocation communautaire, de grands développements culturels ou institutionnels, de revitalisation de quartiers déstructurés ou de mise en valeur de bâtiments patrimoniaux, la SHDM est un acteur majeur pour la réalisation des projets de développement immobilier structurants. Mandataire de la Ville de Montréal, c’est aussi un gestionnaire responsable qui administre et entretient un parc immobilier aussi important que diversifié et qui compte parmi les atouts de Montréal.";800, boulevard de Maisonneuve Est, bureau 2200, 22e étage;;Montréal;Québec;H2L 4L8;;;08h30-16h30;08h30-16h30;08h30-16h30;08h30-16h30;08h30-16h30;;Lundi à vendredi 08h30 à 16h30;(514) 380-7436;;(514) 380-2101;https://www.shdm.org;;
SocialHousing;;;SHQ (Société d’habitation du Québec);La SHQ a pour mission de répondre aux besoins en habitation des citoyens du Québec. Elle offre des logements à loyer modique et abordables aux ménages dans le besoin et propose un éventail de programmes d’aide favorisant la construction, la rénovation, l’adaptation de domicile et l’accession à la propriété.;500, boulevard René Lévesque Ouest, 5e étage;;Montréal;Québec;H2Z 1W7;;;;;;;;;;1 800 463-4315;;(514) 873-8340;http://www.habitation.gouv.qc.ca/;;
CDNCommunityOrganizations;;;Association des parents (Joujouthèque, Toy Library);"L’Association des parents est un organisme communautaire géré par et pour les parents de Côte-des-Neiges. Sa mission est d’offrir aux parents de jeunes enfants de 0-5 ans, et plus particulierement aux familles nouvellement arrivées, la possibilité de mettre en commun des idées et de créer des projets pour répondre à des besoins tels que l’entraide et le support amical, l’accueil et la référence, l’information et la formation ainsi que le prêt de jouets. Objectifs généraux .Offfir du soutien aux parents de jeunes enfants de Côte-des-Neiges et plus particulièrement aux familles nouvellement arrivées. Permettre aux parents la mise en commun de leurs idées et la création de projets pouvant répondre à leurs besoins. Favoriser l’épanouissement des enfants et le bien-être des parents. Objectifs spécifiques. Briser l’isolement des familles. Accorder du répit aux parents. Informer les parents des ressources du quartier. Favoriser l’intégration des parents à la société québécoise. Développer les compétences parentales. Stimuler le développement global de l’enfant, favoriser la socialisation et l’apprentissage du français avant l’entrée à l’école.";6767, chemin de la Côte-des-Neiges, bureau 498;bureau 498;Montréal;Québec;H3S 2T6;;09h30-16h30;09h30-17h00;09h30-16h30;09h30-17h00;14h00-16h30;09h30-17h00;09h30-16h30;Lundi, mercredi, vendredi 09h30 à 17h00 , mardi, samedi, dimanche 09h30 à 16h30 Jeudi 14h00 à 16h30;(514) 341-2844;;(514) 341-4869;http://association-parents-cdn.org/;;
CDNCommunityOrganizations;;;Baobab familial;"Être une maison de familles, un lieu de rassemblement qui favorise l'entraide, l'échange et le sentiment d'appartenance à son milieu. Accueillir et soutenir les familles dans leur quotidien en enrichissant leur vie familiale et communautaire.";6767, chemin de laCôte-des-Neiges, bureau 599;bureau 599;Montréal;Québec;H3S 2T6;;;;;;;;;;(514) 734-4097;;(514) 734-0244;https://baobabfamilial.org;information@baobabfamilial.org;Lundi 13h00 à 17h00, mardi, jeudi 09h00 à 17h00, vendredi 09h00 à 12h00
CDNCommunityOrganizations;;;Black Community Resource Centre;"The Black Community Resource Centre (BCRC) takes a comprehensive approach to meeting the needs of English-speaking youth. We refer to this approach as the “Holistic Project.” In adopting this approach to community service, we recognize that youth have many needs (e.g., socio-cultural, educational, and economic, etc.) that must be addressed in order for youth to achieve their maximum potential in our society. BCRC is a growing, resource-based organization that strengthens community capacity by providing professional support to organizations and individuals in need. The Centre is committed to helping visible minority youth rekindle their dreams, and achieve their full potential.";6767, chemin de la Côte-des-Neiges, suite 497;suite 497;Montréal;Québec;H3S 2T6;;;;;;;;;;(514) 342-2247;;(514) 342-2283;http://bcrcmontreal.com/;info@bcrcmontreal.com;
CDNCommunityOrganizations;;;Centre communautaire de loisir Côte-Des-Neiges;"Le CELO est heureux de vous accueillir, et nous l'espérons, de vous compter parmi ses participants. Sur ce site, nous vous présentons le CELO, plus particulièrement en tant qu'organisme avec ses actions communautaires et ses activités de loisir ouvertes à l'inscription. Le CELO mène aussi des projets spécifiques d'action communautaire en direction de participants référés. Même si vous ne pouvez pas vous y inscrire par vous-même, nous vous les présentons dans le menu ""Projets de soutien"" afin de vous permettre de les découvrir et d'avoir ainsi une image plus complète de l'action du CELO.";5347, chemin de la Côte-des-Neiges;;Montréal;Québec;H3T 1Y4;;;09h30-19h30;09h30-19h30;09h30-19h30;09h30-19h30;09h30-19h30;09h30-16h00;Lundi à vendredi 09h30 à 19h30, samedi 09h30 à 16h00;(514) 733-1478;;(514) 733-7481;https://www.cclcdn.qc.ca/;secretariat@cclcdn.qc.ca;
CDNCommunityOrganizations;;;Centre communautaire de loisir Côte-Des-Neiges;"Le CELO est heureux de vous accueillir, et nous l'espérons, de vous compter parmi ses participants. Sur ce site, nous vous présentons le CELO, plus particulièrement en tant qu'organisme avec ses actions communautaires et ses activités de loisir ouvertes à l'inscription. Le CELO mène aussi des projets spécifiques d'action communautaire en direction de participants référés. Même si vous ne pouvez pas vous y inscrire par vous-même, nous vous les présentons dans le menu ""Projets de soutien"" afin de vous permettre de les découvrir et d'avoir ainsi une image plus complète de l'action du CELO.";4880, avenue Van Horne;;Montréal;Québec;H3W 1J3;;;;;;;;;;(514) 342-9988;;;https://www.cclcdn.qc.ca/;;Lundi à vendredi 09h30 à 21h00, samedi, dimanche 08h30 à 18h00
CDNCommunityOrganizations;;;Communauté Sépharade Unifée de Québec;"La Communauté Sépharade. Dès l’installation à Montréal des premiers immigrants et plus particulièrement du Maroc, ceux-ci s’organisent dans les années 60, afin de définir un cadre communautaire qui leur serait propre. Ils élaborent des structures qui garantiraient un épanouissement de leurs membres dans un environnement aux aspects identitaires et culturels faisant référence aux contrées d’origines, à leurs mémoires et à leurs vécus. L’ensemble des traits distinctifs  spirituels, intellectuels et affectifs de la collectivité seront mis alors à contribution. Ils englobent : les modes de vie, les façons de vivre ensemble, les rituels religieux, les valeurs, les traditions, les croyances et plus particulièrement au Québec, le fait français. La Communauté Sépharade Unifiée du Québec (CSUQ) s’est donnée pour mission essentielle de préserver, d’enrichir et de promouvoir la culture et l’identité des sépharades. Partie prenante d’une société multiethnique et porte ouverte sur le Québec d’aujourd’hui, la CSUQ vise à s’affirmer comme le vecteur d’une culture juive plurielle, capable de contribuer à l’enrichissement de la métropole par la production d’activités de haut niveau dans les secteurs des Arts et des Lettres. Elle conduit une politique qui a pour objectif le rayonnement de la culture juive vers tous les publics. Elle se donne comme mission de faire rayonner la culture juive dans la Cité.";5151, chemin de la Côte-Sainte-Catherine, Suite 216;Suite 216;Montréal;Québec;H3W 3G2;;;;;;;;;;(514) 733-4998;;;http://csuq.org/;info@csuq.org;Lundi à jeudi 09h00 à 17h00, vendredi 08h30 à 16h00.
CDNCommunityOrganizations;;;Conseil communautaire Côte-Des-Neiges;"LA CDC DE CDN - MISSION : La Corporation de développement communautaire de Côte-des-Neiges a pour mission de regrouper les organismes communautaires du quartier afin de favoriser entre eux la solidarité et la concertation dans la perspective d’améliorer la qualité et les conditions de vie de la population, de lutter contre la pauvreté, la discrimination et toute forme d’exclusion.";6767, ch de la Côte-des-Neiges, bureau 695;bureau 695;Montréal;Québec;H3S 2T6;;;;;;;;;;(514) 739-7731;;(514) 739-7757;https://cdccdn.ca;coordination@conseilcdn.qc.ca;
CDNCommunityOrganizations;;;Eco-Quartier;Le REQ est un réseau d’acteurs fortement enracinés dans l’ensemble du territoire montréalais. Les 20 éco-quartiers, membres du REQ, sont à la base de nombreux projets de développement durable, d’implication citoyenne et d’éducation relative à l’environnement. Investis dans des projets allant du compostage, à l’économie d’eau potable en passant par l’agriculture urbaine et la sensibilisation à l’agrile du frêne, les éco-quartiers desservent à l'année 90 % de la population montréalaise répartie dans 15 des 19 arrondissements, soit près de 1,5 million de citoyen.ne.s.;6767, ch de la Côte-des-Neiges, bureau 591;bureau 591;Montréal;Québec;H3S 2T6;;;;10h00-18h00;10h00-18h00;10h00-18h00;10h00-18h00;10h00-13h00;Mardi à vendredi 10h00 à 18h00, samedi 10h00 à 13h00;(514) 738-7848;;;https://www.eco-quartiers.org/;info@socenv.ca;
CDNCommunityOrganizations;;;Maison des jeunes;Les maisons des jeunes membres du RMJQ sont des associations de jeunes et d’adultes qui se sont donné pour mission, sur une base volontaire, dans leur communauté, de tenir un lieu de rencontre animé où les jeunes de 12 à 17 ans, au contact d’adultes significatifs, pourront devenir des citoyennes et des citoyens critiques, actifs et responsables.;3220, avenue Appleton;;Montréal;Québec;H3S 2T3;;;;;;;;;;(514) 872-1767;;;https://rmjq.org/;mdjcdn2000@gmail.com;
CDNCommunityOrganizations;;;Mountain Sights Community Centre;e Centre communautaire Mountain Sights, créé en 1992, s’avère l’unique ressource communautaire dans le secteur Namur/Jean-Talon. Notre programmation s’adresse à tous les groupes d’âges : jardin d’enfants, halte-garderie, mise en forme maman/tout-petit, petite école d’été, soutien scolaire et animation pour les 6-17 ans, ateliers divers, café-rencontres, dépannage alimentaire, francisation, jardinage, comité des résidents. Nous offrons un service d’accueil fondé sur une approche chaleureuse et humaine, le respect et la confidentialité, le respect des différences culturelles, l’écoute attentionnée dans l’identification des besoins, l’information et la référence vers les ressources appropriées.;7802, rue Mountain Sights;;Montréal;Québec;H4P 2B2;;;;;;;;;;(514) 737-4644;;(514) 737-4142;https://centrecommunautairemountainsights.org/;c.c.m.s@videotron.ca;
CDNCommunityOrganizations;;;NDG Community Council;"En 1942 un certain nombre d'organismes de Notre-Dame-de-Grâce du district de Montréal se sont réunis pour discuter d'un sujet qui constituait une préoccupation commune majeure. Depuis sa fondation il y a près de 70 ans, le Conseil continue sur cette lancée dans le contexte actuel. Les enjeux sont toujours plus nombreux et il n'y a jamais pénurie d'activités ou d'initiatives. Cette année, à l'occasion de la célébration de l'anniversaire du Conseil nous présenterons ces réalisations depuis 1942. Avez-vous travaillé, fait du bénévolat ou bénéficié du travail du Conseil communautaire? Nous aimerions connaître votre histoire!";5964, avenue Notre-Dame de Grâce, #204;#204;Montréal;Québec;H4A 1N1;;;;;;;;;;(514) 484-1471;;;http://www.ndg.ca;ndgcc@ndg.ca;
CDNCommunityOrganizations;;;Women on the Rise;" Supporting isolated, low income and single mothers with children between 0-5 years old. Empowering, supporting and coaching women in their personal, economic and social development while promoting optimal development of their young children. Providing stimulation workshops aimed at promoting self awareness of one’s strengths, potentials & limits, encouraging decision making and incorporating healthy changes. Providing intervention strategies such social networking among isolated women. Providing an educational and bilingual childcare program that enhances all aspects of child development. Helping and encouraging parents to adopt the right attitude with regard to their children’s education and upbringing. Providing one to one as well as group counseling with our members. Providing members with organizational skills to grocery shop, cook and bake healthy on a low budget.";6870 rue de Terrebonne;;Montréal;Québec;H4B1C5;;;;;;;;;;(514) 485-7814;;;https://www.womenontherise.ca/;womenontherise@bellnet.ca;
CDNCommunityOrganizations;;;Agence OMETZ;"Ometz is a charitable organization offering employment, immigration, school and social services to help people fulfill their potential, and secure the growth and vitality of the Montreal community.Reaching more than 13,000 people annually, we provide intervention, prevention, support services and programs to enhance your quality of life.Services for Youth and Young Adults offer support, guidance and learning so that our children and youth grow up healthy, happy and safe—and prepared to transition into adulthood successfully and with confidence. We also provide a range of customized services for schools to help enrich a child’s experience in the classroom. The Ometz Counselling Centre helps families, couples, and individuals manage the stresses of unforeseen events and the challenges of everyday life. Counselling is available in English, French, Hebrew, Spanish and Russian.Employment Services provide job seekers with a range of services, from skills training to job search assistance.Services for Employers help you find qualified candidates with specialized skills. For entrepreneurs, we offer a range of business consulting services to help start or grow your business.Services for Newcomers help new arrivals to Montreal establish their lives in Canada through a range of services, from integration activities to employment services.Community Services help with short-term crisis intervention or provide ongoing guidance and support to individuals and families looking to regain control of their lives.Training & Workshops provide skills development and employability training for job seekers, employers and professionals. Online resources, access to information, career development, industry trends, and computer and language training are just some of the training opportunities offered at Ometz.";5151, chemin de la Côte-Sainte-Catherine, bureau 300;bureau 300;Montréal;Québec;H3W 1M6;;;09h00-17h00;09h00-17h00;09h00-17h00;09h00-17h00;09h00-16h00;;Lundi à jeudi 09h00 à 17h00, vendredi 09h00 à 16h00.;(514) 342-0000;;(514) 342-2371;https://www.ometz.ca/;Email : info@ometz.ca;Aide avec la recherche d’emploi pour personnes de 45 ans+, ou qui ont besion de support addiotionelle, et aussi pour les Juifs. Ils offrent aussi des autres supports
CDNCommunityOrganizations;;YM YWHA;YM YWHA;"The Sylvan Adams YM-YWHA is comprised of two branches: The Ben Weider JCC and the Harry Bronfman Y Country Camp. We provide a welcoming, pluralistic Jewish environment where the Montreal community can access a range of programs for the body, mind and soul.Our Vision is to sustain Jewish Continuity.  In this pursuit, our Mission is to be the destination of choice for all members of our community, a warm and welcoming place to gather for social and physical activity, where every individual is inspired to achieve a feeling of total wellness, experience a profound sense of belonging and connection, and embrace the value of responsibility to others. #ymywha #wedogood";5400, rue Westbury;;Montréal;Québec;H3W 2W8;;07h30-20h00;04h45-22h30;05h45-22h30;04h45-22h30;05h45-22h30;05h45-16h30;07h30-21h00;Lundi, Mercredi 04h45 à 22h30, Mardi, Jeudi 05h45 à 22h30 Vendredi 04h45 à 16h30, Samedi 07h30 à 21h00, Dimanche 07h30 à 20h00;(514) 735-6551;;;http://www.ymywha.com/;;
